date,long,short,long_short,strategy,q,weighting
2019-08-30,0.04885194267515923,-0.042819089171974516,0.09167103184713374,high_ocf_state,10,equal
2019-09-30,-0.026554095541401278,0.008620649681528664,-0.035174745222929946,high_ocf_state,10,equal
2019-10-31,0.06829503821656052,0.07408075159235669,-0.00578571337579617,high_ocf_state,10,equal
2019-11-29,0.1598729935897436,0.12141589743589744,0.03845709615384617,high_ocf_state,10,equal
2019-12-31,0.05795844871794872,-0.014649448717948719,0.07260789743589743,high_ocf_state,10,equal
2020-01-31,-0.0659857564102564,-0.07527803846153845,0.009292282051282047,high_ocf_state,10,equal
2020-02-28,-0.22029744585987263,-0.2483848280254777,0.02808738216560508,high_ocf_state,10,equal
2020-03-31,0.3354748717948718,0.14374919871794872,0.19172567307692306,high_ocf_state,10,equal
2020-04-30,0.14269814743589743,0.09015966666666667,0.05253848076923076,high_ocf_state,10,equal
2020-05-29,0.2013128205128205,0.04614057692307692,0.15517224358974357,high_ocf_state,10,equal
2020-06-30,0.1371268717948718,0.005561057692307692,0.1315658141025641,high_ocf_state,10,equal
2020-07-31,0.07641526923076923,0.062101286624203826,0.014313982606565405,high_ocf_state,10,equal
2020-08-31,-0.0028858089171974527,0.008134375796178341,-0.011020184713375795,high_ocf_state,10,equal
2020-09-30,-0.013982734177215192,-0.014725234177215189,0.0007424999999999966,high_ocf_state,10,equal
2020-10-30,0.3115410817610063,0.21155349056603776,0.09998759119496856,high_ocf_state,10,equal
2020-11-30,0.17959498125,0.12832546250000001,0.05126951874999999,high_ocf_state,10,equal
2020-12-31,0.293156099378882,0.13101280745341615,0.16214329192546584,high_ocf_state,10,equal
2021-01-29,0.044585543209876545,0.08069582716049382,-0.03611028395061728,high_ocf_state,10,equal
2021-02-26,-0.05017914024390244,0.0531194756097561,-0.10329861585365854,high_ocf_state,10,equal
2021-03-31,-0.03588107272727273,0.004251218181818182,-0.04013229090909091,high_ocf_state,10,equal
2021-04-30,0.023906784431137727,0.02295274850299401,0.000954035928143717,high_ocf_state,10,equal
2021-05-28,0.08204229166666667,0.02744611904761905,0.05459617261904762,high_ocf_state,10,equal
2021-06-30,-0.10375917647058824,-0.052416041176470585,-0.05134313529411766,high_ocf_state,10,equal
2021-07-30,0.03873357803468208,0.03686628901734104,0.0018672890173410395,high_ocf_state,10,equal
2021-08-31,-0.041220126436781614,-0.034682229885057474,-0.00653789655172414,high_ocf_state,10,equal
2021-09-30,0.0022815028571428583,0.004861182857142858,-0.0025796799999999996,high_ocf_state,10,equal
2021-10-29,-0.08511996022727274,-0.07087280681818181,-0.014247153409090926,high_ocf_state,10,equal
2021-11-30,-0.03586012359550562,-0.03750461235955056,0.0016444887640449449,high_ocf_state,10,equal
2021-12-31,-0.19027908379888267,-0.11371084357541901,-0.07656824022346366,high_ocf_state,10,equal
2022-01-31,-0.01763555865921788,-0.0336097374301676,0.015974178770949716,high_ocf_state,10,equal
2022-02-28,0.12534715555555556,0.009821972222222222,0.11552518333333334,high_ocf_state,10,equal
2022-03-31,-0.19224497777777777,-0.21112182777777777,0.01887685,high_ocf_state,10,equal
2022-04-29,-0.03487517777777778,-0.09784129999999999,0.06296612222222221,high_ocf_state,10,equal
2022-05-31,0.030655961111111112,-0.025714922222222217,0.05637088333333333,high_ocf_state,10,equal
2022-06-30,0.0707156312849162,0.09607200558659217,-0.025356374301675963,high_ocf_state,10,equal
2022-07-29,0.037309955307262575,-0.003960843575418995,0.04127079888268157,high_ocf_state,10,equal
2022-08-31,-0.14182675418994414,-0.10517217877094973,-0.03665457541899442,high_ocf_state,10,equal
2022-09-30,0.03742122905027933,0.04674159217877095,-0.009320363128491618,high_ocf_state,10,equal
2022-10-31,-0.02216559217877095,-0.04496793296089386,0.02280234078212291,high_ocf_state,10,equal
2022-11-30,-0.1265032247191011,-0.11602981460674158,-0.010473410112359527,high_ocf_state,10,equal
2022-12-30,0.4694379039548022,0.15047753932584268,0.31896036462895955,high_ocf_state,10,equal
2023-01-31,-0.0784915988700565,-0.08105672316384181,0.0025651242937853175,high_ocf_state,10,equal
2023-02-28,-0.1290852784090909,-0.09279532386363636,-0.03628995454545454,high_ocf_state,10,equal
2023-03-31,0.009214182857142861,-0.01582287428571429,0.02503705714285715,high_ocf_state,10,equal
2023-04-28,0.02968730285714286,0.06248814285714286,-0.03280084,high_ocf_state,10,equal
2023-05-31,0.06606187931034482,0.08130327011494252,-0.015241390804597701,high_ocf_state,10,equal
2023-06-30,0.09577908620689655,0.03681959195402299,0.058959494252873564,high_ocf_state,10,equal
2023-07-31,-0.1021970809248555,-0.09456860693641618,-0.007628473988439313,high_ocf_state,10,equal
2023-08-31,-0.08267594797687862,-0.10823308092485551,0.025557132947976888,high_ocf_state,10,equal
2023-09-29,-0.1421677965116279,-0.1145519534883721,-0.027615843023255787,high_ocf_state,10,equal
2023-10-31,0.0881171511627907,0.06938615116279069,0.01873100000000001,high_ocf_state,10,equal
2023-11-30,0.1905529411764706,0.09691762352941176,0.09363531764705883,high_ocf_state,10,equal
2023-12-29,0.044260882352941185,-0.029863058823529413,0.0741239411764706,high_ocf_state,10,equal
2024-01-31,0.1988147588235294,0.060642388235294116,0.13817237058823528,high_ocf_state,10,equal
2024-02-29,0.040488952662721886,0.025709384615384613,0.014779568047337273,high_ocf_state,10,equal
